model,r2,mse,rmse,mae
linear,181.96040810856042,395124.1191431394,334.31559253139227,5.179232102311755
ridge,23.55972989716241,51191.45137875726,112.97854731268005,1.8565855626647392
lasso,0.0039929928139108405,61.287530497186076,0.6654008986458798,0.5763243648293438
enet,0.00379019225171092,62.06284259802382,0.6749760041040093,0.5630395495961855
xgb,0.01571504964562538,69.41594738202141,0.7709196908378422,0.6719110572351065
lgbm,0.014923396774812879,60.1474097010926,0.6696006625960239,0.6380758410535126
catboost,0.0148442390106239,64.05696851673834,0.7159728036726948,0.661770361536075
nn1,0.015614563814913591,78.22436266757302,0.8421065278149548,0.5937191631904956
nn2,0.008817276762335744,65.10899699077609,0.7063217846283246,0.5403123324448763
nn3,0.012947614676973002,64.85636098249714,0.7043779689435201,0.5739195512931833
