model,r2,mse,rmse,mae
linear,-4.3816842021850935,44.52164519242517,6.0834855732037685,2.4232426109070375
ridge,-1.9899928478121338,24.92422437173253,4.634648875995867,2.338276510646699
lasso,-0.0014670561467359454,8.406576307805883,2.8988287105324027,2.261757189748553
enet,-0.0014670561467359454,8.406576307805883,2.8988287105324027,2.261757189748553
xgb,0.21879881552538993,6.551710413168476,2.559346083077655,1.9419105229937235
lgbm,0.20941322779580313,6.630595441892373,2.5746935043668655,1.9516099339971382
catboost,0.21760359197177506,6.562842301549684,2.5614376430937154,1.9473934355180027
nn1,0.06029425107119357,7.8819968749929785,2.807036762578944,2.140109006453221
nn2,0.08100878469081954,7.707736935955158,2.7757242165151275,2.13725987849027
nn3,0.019505970641458825,8.217351300061036,2.866324384669191,2.204262352089102
