model,r2,mse,rmse,mae
linear,60.22295332353043,35516.72961367038,101.01999954041572,3.3140481476603685
ridge,0.20762621206022047,120.5750075199941,1.9070737905603905,0.3343181051334492
lasso,0.007033551177807732,30.797038062804898,0.6725846798528046,0.4384713077681057
enet,0.00961395208894831,29.42928983218206,0.6440660551509106,0.44030193835823533
xgb,0.027038117839540222,20.758678615190156,0.4539838552802327,0.31116547027652874
lgbm,0.03859827981625672,22.082098462050716,0.4835513781862387,0.3818284265366192
catboost,0.020150086332770364,22.69610473860877,0.505814850819679,0.34911012673885805
nn1,0.018117473801431295,33.33725722582843,0.7176194396654338,0.43299932944508285
nn2,0.040243002399123685,33.454936379165424,0.7294000053121303,0.47935530647343244
nn3,0.04108008736441316,24.30228677832253,0.520061032756128,0.43107869951748473
