model,r2,mse,rmse,mae
linear,-16.514137276498367,132.12561530404014,7.863906068519751,2.2434320729818635
ridge,-1.5889549517803452,19.581354805254286,4.1686317110618,2.1301813884031318
lasso,-0.0008794677870016976,7.581298917167333,2.7528368353501413,2.0936561657039237
enet,0.0002309769350612001,7.572905646925371,2.751310859768508,2.0926013915202812
xgb,0.24070413907380103,5.753520849621589,2.397820451437837,1.7987533162552285
lgbm,0.24032408613273065,5.753541240673895,2.3981126378926083,1.7913220166390247
catboost,0.2519300487267389,5.665452043446481,2.379750552789612,1.7831044461288106
nn1,0.09029671315878936,6.88324171998637,2.622567772170194,1.953452833477852
nn2,0.09654966254345365,6.8377828935439116,2.614149420931915,1.9614883115902395
nn3,0.08329489027648247,6.9391905773250615,2.6324607600471333,1.995008912573257
