model,r2,mse,rmse,mae
linear,-35.81878248840339,62120.25278726354,204.99478345293898,36.48056880836742
ridge,-3.7604089924094026,8136.024299316497,84.94361750707534,31.552776038520953
lasso,0.0428533585976129,1619.9233726000107,40.24363281826591,26.635345651490848
enet,0.03951140852507153,1625.520109897375,40.3133071556823,26.673122636920063
xgb,0.07765140977301195,1558.5830922060409,39.47640407735703,26.270811073402093
lgbm,0.07878338603960697,1556.95663264305,39.45638087867619,26.511000763919395
catboost,0.0886762646906685,1541.6088418840427,39.2611206173,26.080028475366664
nn1,0.033543215280796915,1635.3810893828809,40.43424168338596,26.849706967935127
nn2,0.044688774759056325,1616.253727324839,40.19949767446318,26.560145205820287
nn3,-0.0035386874234428324,1699.7076065493573,41.215272250001696,26.452930866085087
