model,r2,mse,rmse,mae
linear,47.26174839292608,79198.28766367112,141.7652691753033,5.320634118919125
ridge,3.4567260647562343,6083.471855328133,30.341492120991337,2.6545083471326962
lasso,0.01271308521886458,48.75551618091547,0.6110566165272006,0.5635450928564564
enet,0.01375043683746532,47.85079095721969,0.597809391854125,0.5717254169544164
xgb,0.050014374878921096,34.98723223845985,0.4434110139245895,0.31269400596904007
lgbm,0.04554694804845597,30.591138743605143,0.38812446442579085,0.4474470064421489
catboost,0.02378810371469716,32.50070777782621,0.41623281689890806,0.46303578774894183
nn1,0.025870433902398404,54.585621054151176,0.6731930424584446,0.6428332249746715
nn2,0.02279348601614812,40.36716711821137,0.5040972581443347,0.5803181852596665
nn3,0.012285173802669027,81.93415520987665,1.0044600079630528,0.44661795268043053
