model,r2,mse,rmse,mae
linear,11.912879967539025,85.1486491713198,4.596439371991005,0.1967672984165597
ridge,0.729328220274516,5.268956676698623,0.6993535229895513,0.06819730563293744
lasso,0.0001766499312710936,0.16998769703866903,0.03184931392778924,0.03586909806189921
enet,0.0001766499312710936,0.16998769703866903,0.03184931392778924,0.03586909806189921
xgb,0.01603397361384618,0.2078810897324277,0.042538421191698775,0.040557599363770826
lgbm,0.023599121897857123,0.2858393112744587,0.05824419113333198,0.05253117436470395
catboost,0.021559624782345656,0.26266763391232845,0.05401163542700285,0.044027773469220655
nn1,0.018548114860142496,0.26004305434520875,0.0499633175355617,0.04665269771265119
nn2,0.028273152783871425,0.2918023219244573,0.05652106182257621,0.046268299012546726
nn3,0.014154231840337648,0.20464540092483546,0.037829936466036496,0.0364747667164867
