model,r2,mse,rmse,mae
linear,-9.493129039881607,74.65618481881097,7.3163467604004335,2.2236202336924538
ridge,-0.5736907329676744,11.13883672905146,3.263394150104085,2.0474358670249844
lasso,-0.00013260120729357005,7.057779365088666,2.6564572246303904,1.9971554701827565
enet,-0.00013260120729357005,7.057779365088666,2.6564572246303904,1.9971554701827565
xgb,0.15975881243089082,5.930269684892751,2.4348429451640756,1.8372221884566016
lgbm,0.1488977259979017,6.00882249516241,2.450597908544287,1.843388421799047
catboost,0.16684815091766678,5.881558696465539,2.4245909840020525,1.8247887307262443
nn1,0.04588128486000189,6.7348438924278735,2.594676773574835,1.9477192620730808
nn2,0.05773367135917049,6.650861107334512,2.5783069012250968,1.9312581888436042
nn3,-0.015410525682799436,7.165679663485207,2.6766113949156276,2.025757342536833
