model,r2,mse,rmse,mae
linear,192.59364440006476,7088.68587354603,47.0814576049966,3.2126232426705874
ridge,6.04769808137819,250.4917963028379,7.277788035372514,0.33659732180531726
lasso,0.00409520468535339,2.054779697230572,0.16252035843010085,0.13423828173024077
enet,0.003509788219326927,2.012676494759138,0.1606889801436721,0.13150972793494353
xgb,0.02595094681748733,1.516392324752664,0.12527642208526354,0.11160162457191301
lgbm,0.01934779664992629,1.471544905216865,0.12105895843978415,0.11150742968942336
catboost,0.02374823140180202,1.618921449357852,0.1333311120921604,0.12564769554748417
nn1,0.029891255085384982,1.3279774184921584,0.10421137012909022,0.07876104705433143
nn2,0.021331005406652323,1.750595088026763,0.13724750825866247,0.1233392039978417
nn3,0.0840758361898285,2.169411481457377,0.16478333686434984,0.10556499673966344
