model,r2,mse,rmse,mae
linear,-9.533039718938893,244.4087880592188,11.725941559873664,3.7460733052768114
ridge,-2.1186513871562864,72.02584150703395,7.649912950478262,3.5865545086973207
lasso,-0.0007782213603661159,22.923221162451394,4.787690661542594,3.280097734318511
enet,0.0025779894373142874,22.84638699632493,4.779658073600025,3.2716786542736664
xgb,0.02423296481504609,22.350818340317907,4.7272922028385365,3.308320320041463
lgbm,0.02398637691613492,22.35476036647221,4.727975139587163,3.3238119348064705
catboost,0.048345142031677654,21.798809509932163,4.66868165640217,3.2273780459163555
nn1,0.02706883884540301,22.285975470539324,4.720602239848697,3.247646852524169
nn2,0.025786310338997788,22.316366130878244,4.723726991315019,3.2518885327993274
nn3,0.014539635317916466,22.572798057326754,4.750776912402012,3.3233280641398424
