model,r2,mse,rmse,mae
linear,17.050012737954304,396.8228329563318,10.339781554445258,0.4197631931335644
ridge,3.0934205142805444,72.16251176181967,3.674870522499933,0.20049911740525664
lasso,0.0008754603359528502,0.33594818706982543,0.03520357693805923,0.034498451132135725
enet,0.0008723155237033388,0.33760667066865724,0.03543579821343728,0.034309927037426476
xgb,0.018849501502189864,0.5594935120677876,0.05938660875887976,0.04607417942999546
lgbm,0.008423387697531735,0.300027404158466,0.03180323753895189,0.045982297477315394
catboost,0.010478316168407447,0.43807618309157403,0.04712855934614455,0.042932630905432506
nn1,0.008125250895586298,0.4098564636585941,0.0434737124570329,0.03130903048941316
nn2,0.011409429702477806,0.4954707448073074,0.05262549192356963,0.05602171627379029
nn3,0.015966384950053647,0.5154378233267283,0.05400727649832162,0.05744587349674719
