model,r2,mse,rmse,mae
linear,-14.760744997499097,467.07454396808737,15.692845437301226,4.3533026636234
ridge,-3.6335070445351105,137.48828501037576,9.762090584886304,4.151079137145818
lasso,-0.0008083624193716777,29.690811276400204,5.447978594015472,3.791133761020717
enet,-9.175809468768837e-05,29.6694355882234,5.446022034766455,3.7896744128633784
xgb,0.052775088558761674,28.098172957428496,5.2998575353053,3.677080689820049
lgbm,0.06823533868665421,27.62814230371249,5.255793740306663,3.658779225484726
catboost,0.07349869390112915,27.479244567516595,5.24139012004902,3.659583782559107
nn1,-0.003972842930004594,29.765032201485656,5.455338220512318,3.801439038319031
nn2,-0.0025507462375685686,29.719455804705184,5.451271696169178,3.797015532720271
nn3,-0.009805792479948816,29.941997425904695,5.471398865306952,3.830260060497367
