model,r2,mse,rmse,mae
linear,37.095294474032436,49501.796729274305,126.95262515904886,2.2813905138073376
ridge,0.1003783282362933,125.27429649960331,1.6548248962273648,0.2619470961722722
lasso,0.010875676768180046,16.328832136582367,0.23048362983873763,0.07962834386993163
enet,0.010994655746796459,16.555306860105254,0.23400744618408112,0.09368133246380864
xgb,0.029539578708337615,25.027814889533172,0.3684673601874467,0.1724355746873282
lgbm,0.03345161787458552,28.703233335186848,0.4199485416715388,0.14508107175000387
catboost,0.029089447012505626,26.191873343484442,0.3842976887137563,0.13540295522399212
nn1,0.020309190001274232,18.2119177852897,0.25761183295816714,0.2074183715987313
nn2,0.035470495011585536,44.65570702220057,0.6224938154327665,0.2563129065325941
nn3,0.02076179237320067,16.514472238305018,0.2368031821937761,0.11353758050876714
