model,r2,mse,rmse,mae
linear,-73.79065330348064,589.1130034931768,16.254241874112996,2.632379018312812
ridge,-0.7246615373577376,13.443579886375039,3.5347144119550125,2.161006164363738
lasso,-0.0018408811513082046,7.803055069114907,2.7932555667713617,2.127745497829655
enet,0.003346272493980296,7.762707291225754,2.7860191757227337,2.121794622961855
xgb,0.11112998780950778,6.923612977750304,2.6307317240253574,2.005355443419593
lgbm,0.10156660872007708,6.99768398613117,2.6449666851097575,2.0173109584919877
catboost,0.12780263425506144,6.7929576049536164,2.6060221910579577,1.9812122189868675
nn1,0.04591264380931217,7.432452995124962,2.725683556326521,2.0688699666363823
nn2,0.05533298500266439,7.358323493215392,2.712095212948202,2.057395943295929
nn3,0.002933602738677088,7.77103100051386,2.7863435314725433,2.098861839763557
