model,r2,mse,rmse,mae
linear,113.08743355852157,894.6083312495713,18.025332856594037,0.6911746568699516
ridge,0.9841567124852214,7.655160331423671,0.9743582053293183,0.10426662865607261
lasso,0.0020729053246981315,0.15517937950648072,0.02789996085491078,0.02530338121745314
enet,0.002533104765768818,0.15709798030905325,0.028362717270661034,0.025000554023551357
xgb,0.029736042268124242,0.2824806097976932,0.053512371998207256,0.04351050068916361
lgbm,0.022628973808870155,0.22635142768001984,0.04283947701208827,0.03084738803224673
catboost,0.02217290242838253,0.20957539342694428,0.040074239444990174,0.034248215908614266
nn1,0.028850301031122558,0.30380807570412516,0.055696911011031816,0.05248200394441408
nn2,0.030084842078814795,0.2936768359639867,0.05350746787915856,0.04303553869599407
nn3,0.045296091916530105,0.475531713382153,0.08556123617022282,0.04171218978784503
