model,r2,mse,rmse,mae
linear,8.290870942430033,4438.758533777855,36.40993774438234,1.9594766341034058
ridge,1.586347013652125,831.0184132324998,11.026297056795228,0.9558629569025576
lasso,0.008258835132500806,41.592276302488514,0.9856786824548243,0.6785815085670728
enet,0.011831766052610335,39.2682759253321,0.9347350787007024,0.6490029593270777
xgb,0.04453254054976755,23.500337326089294,0.5617673125240965,0.4027499060876599
lgbm,0.05533405518733005,20.68811442616958,0.4882364911769341,0.36578566817828156
catboost,0.03096528351250239,28.99121692722782,0.7007445574955247,0.4628101034976636
nn1,0.03356988270995651,38.19731298138299,0.8834094187970019,0.5702484740190491
nn2,0.03910540475174273,27.578267083775984,0.6452471830800866,0.45906870104062275
nn3,0.030431561225476262,34.78741122034442,0.8003094967545714,0.4778888921227182
