model,r2,mse,rmse,mae
linear,-10.216249409179103,5877.832408371356,67.46961421129929,17.220407138989703
ridge,-1.0414397640620217,1025.2437817132986,30.061013870603357,15.719567779047093
lasso,0.05405289631750994,466.6109576996879,21.578679181883256,14.353047395694556
enet,0.06732130269958977,459.87230598014196,21.424252059588646,14.212194878665542
xgb,0.09345285904830092,445.4199758323933,21.09749732359203,14.085339734161945
lgbm,0.07659575127076532,453.28431326082625,21.28487581334478,14.215964313951293
catboost,0.10672510388481589,439.51530000057284,20.9529056950513,13.937424073583532
nn1,0.04392137186503851,470.9102685469029,21.682478095127497,14.320343663064637
nn2,0.04585169156588502,469.1411544875318,21.65005336160304,14.256276354741868
nn3,0.014948518286139722,484.92798387108417,22.00653286141387,14.94367434131799
