model,r2,mse,rmse,mae
linear,-0.9184865158582166,59.99908937672499,7.352767301460905,4.20133817848586
ridge,-0.5979448435758404,50.97928987480826,7.055783473726988,4.219880650357711
lasso,-0.0009426553001207871,32.53089436750211,5.701640758404079,4.025391631009745
enet,-0.0006245573200187593,32.52046721303872,5.700730323984591,4.02422236557748
xgb,0.09483899907962345,29.4023955740359,5.421084107220018,3.8073166719313756
lgbm,0.08300464731510364,29.796884924176236,5.456730640557764,3.8172198329821123
catboost,0.10642427474168112,29.029388146731606,5.386416718373491,3.772157648313958
nn1,0.025628312066381765,31.65507517314773,5.62483965571961,3.9733948876328276
nn2,0.021602852940415862,31.811288667194294,5.637396407047335,3.9986454274184693
nn3,0.010575099137925736,32.15944201948157,5.668654529861938,4.065930709956805
