model,r2,mse,rmse,mae
linear,432.6902745872165,11779.464243315942,65.04563171874877,2.370754604403921
ridge,1.7536360236979092,51.24788091986377,2.7125252121272463,0.25433062355844627
lasso,0.0003249488410923154,1.2438561258275966,0.11601824553649599,0.07652104262967413
enet,0.0005093459584726434,1.237724821108319,0.11546431008364338,0.07606749950730822
xgb,0.022188231406649377,1.215905099667679,0.11679421753982587,0.07785935484774455
lgbm,0.011877516369639334,1.1709810098718636,0.1116741187183356,0.07603391761497733
catboost,0.010996009616987124,0.8807500557679054,0.0851305680389145,0.05863377060365804
nn1,0.029216790862912796,0.9817915658612284,0.09083556971236159,0.08123403000967282
nn2,0.005898757541176443,1.1877969505864205,0.11097032173996257,0.08459272937592406
nn3,0.015650031774297943,1.0844856585954703,0.10007633447915548,0.09024296417377434
