model,r2,mse,rmse,mae
linear,-414.20904101505414,3221.2457353999935,28.273211189943034,3.1595343658148716
ridge,-3.1431888927806693,32.33742848100163,4.532441159503067,2.1989132278561248
lasso,-0.0007983724859945696,7.965531461935683,2.8222426279063817,2.152522393923012
enet,0.005578553700873412,7.914856337614357,2.8132435055288987,2.145550703533102
xgb,0.1066642514731454,7.111882775852434,2.66648079583493,2.0368562786746933
lgbm,0.0896647703266723,7.246296869684622,2.6917024856404885,2.0597480490708753
catboost,0.12294896624986776,6.98129380682781,2.6420312382497686,2.0147220895462414
nn1,0.06621436684094424,7.432671804215163,2.725989913702383,2.0675952811845404
nn2,0.07103102656906264,7.393477138269229,2.719033051757273,2.0620714703520115
nn3,0.023827058393153,7.763731834475337,2.7855684515363763,2.1128427721613665
