model,r2,mse,rmse,mae
linear,826.9201594350292,6414.544394623542,49.212511258915384,1.989874556400146
ridge,6.304771758933267,48.809404458878554,3.4342984169469215,0.2122996302186666
lasso,0.0005665251835871895,0.12326018044806057,0.02186346641689619,0.02454725771468181
enet,0.001209223714995731,0.1278617708539985,0.022744586473073685,0.02509393644562452
xgb,0.015057036969417098,0.22407262472734313,0.0419873944887292,0.028172040340697594
lgbm,0.00985162141238012,0.17290304163761952,0.03216517497911192,0.02703475370684614
catboost,0.009392587658539306,0.1645061669110124,0.03106031133461517,0.023006923370346804
nn1,0.02115806786389042,0.2221577221763069,0.040629971794687685,0.037902479886893554
nn2,0.005692483369000595,0.09933397427692098,0.018341257338547728,0.01235455475658359
nn3,0.059090821197819034,0.3724302089636891,0.06588046964444365,0.04568514186125087
