model,r2,mse,rmse,mae
linear,9.586959684039396,80.02132999660411,4.649192804007599,0.26998686444492237
ridge,0.8855081918198885,7.464527223958353,0.8968614262536662,0.08627582504565916
lasso,0.0009023927433866265,0.3515203224414027,0.06286123019978695,0.05113155524549251
enet,0.0015164434930694825,0.3569396594550018,0.06387439844384726,0.05185854359836258
xgb,0.03185534127800003,0.11470590094648278,0.02115717654156571,0.015170166320788828
lgbm,0.03133659312146295,0.09868061510200127,0.01817069989523517,0.014297527331810144
catboost,0.022483567845678114,0.1669669733821172,0.031338068022325166,0.0217931288365485
nn1,0.016683055331294876,0.31713158636195204,0.05710838333358254,0.04103754320764554
nn2,0.017041295173553343,0.32075980211803173,0.05752625145990327,0.051292394597661474
nn3,0.018511817737020354,0.3251821796628288,0.05826538440749923,0.04528881381294392
