model,r2,mse,rmse,mae
linear,-6.975821529527275,64.40114642912381,6.541112497143568,2.348280569292073
ridge,-0.8108194760090829,14.50576901489823,3.701541381235183,2.205799767158255
lasso,-0.0010892178421782362,7.98687863896294,2.8254074227800685,2.135675790965353
enet,-0.00015823973482862464,7.979712592075285,2.8241162605846672,2.134712322818637
xgb,0.07892106827563969,7.337826754067538,2.7087597028803287,2.0592915874540254
lgbm,0.07103521276044003,7.400610063197365,2.7203455458567545,2.067154073527017
catboost,0.10605708597965131,7.124685751986087,2.6690267285058638,2.0209554052697674
nn1,0.014451295839538436,7.860495450349587,2.8030758253929937,2.0966112409789415
nn2,0.011072731525813496,7.887463391544008,2.807873594365847,2.094946312083869
nn3,0.024573860202504294,7.779765685833624,2.788614500215738,2.10693801201241
