model,r2,mse,rmse,mae
linear,188.52124156054626,7421.468745748511,49.282287515760046,2.9175483407506366
ridge,8.92812595370062,334.7609557337694,8.977530256750297,0.45264171075335613
lasso,0.0015764493570695178,1.0374593508850134,0.0839086426446292,0.08116301447059515
enet,0.0014106649930268177,1.0388632613571118,0.08404125019931702,0.08189952600289378
xgb,0.015805721099466905,1.4058640003531973,0.11764139984308675,0.09007619309615432
lgbm,0.020885346063470006,1.3791751953186964,0.11603503557374746,0.09786329990300528
catboost,0.009753325929805328,1.0947673086967857,0.0929193931935031,0.08531984859107
nn1,0.014141050945980583,1.0056718668806452,0.0817881991304321,0.081978719491848
nn2,0.03797928930901754,1.5184804390920519,0.12224768980199244,0.09832670269181544
nn3,0.012434600270811981,1.255069266657618,0.10251026794825346,0.09032196686640984
