model,r2,mse,rmse,mae
linear,-42.271981619840055,26232.74229081879,108.7373559533537,21.50579887714007
ridge,-1.505475020040127,1578.337771173153,35.907144192740795,18.25846648708238
lasso,0.0836245008084451,582.6615718995449,24.13196983553549,17.01316759767549
enet,0.08842081796620711,579.6008431123239,24.06851747730311,16.914078311506945
xgb,0.14700312169725774,542.2655831216522,23.281222456117522,16.210693968175715
lgbm,0.14434434563926377,543.8075511474678,23.31547129631581,16.23109012460621
catboost,0.17188776807177314,526.3091681007129,22.937172769904862,16.020956734788683
nn1,0.039278148273987325,610.6873158997345,24.702610896453063,17.092451199734096
nn2,0.04879077119570252,604.5734588316515,24.583053909152763,17.012964584522507
nn3,-0.00041642768751342095,635.190395072329,25.192644646441654,17.609523280185055
