model,r2,mse,rmse,mae
linear,19.294360095216632,156.45329738714273,6.35151397631549,0.225677828401501
ridge,1.5346796811735686,12.360740410492655,1.249899359865759,0.08681625977763871
lasso,0.0008770606411864947,0.3568410713113559,0.06139218686380833,0.04244918219231157
enet,0.0008089166017210332,0.3579701834749136,0.06159270707788622,0.04259639912572743
xgb,0.00919914103079919,0.26869994683975656,0.04839402614099028,0.02645100131149269
lgbm,0.017788051781153388,0.24724065703551043,0.044385347404154694,0.030306437723771906
catboost,0.013842463945436846,0.27478063747485454,0.04978099640814836,0.020383669759550586
nn1,0.04662432904576499,0.6448739746804566,0.10839881269226195,0.04471155339247795
nn2,0.027671421416009846,0.49449180145223354,0.08529705597206529,0.043597574966732916
nn3,0.0519260965628406,0.6695322638718546,0.11422444413390535,0.05673532816794346
