model,r2,mse,rmse,mae
linear,-34.272162821294756,883.0561628103911,23.75363566683936,4.469394034363317
ridge,-4.098646161703064,126.62171450226461,10.353933561168722,3.882969909711554
lasso,-0.00031422056369287963,24.81788097442506,4.981532518186661,3.4396407028835014
enet,0.00040669537900308585,24.799899393884637,4.979732121163428,3.4382967601965446
xgb,0.03446496802335273,23.952156331528673,4.89361213862739,3.49173480909121
lgbm,0.04375539923061238,23.722315934541705,4.869987613866732,3.482020068934113
catboost,0.06293590689312747,23.2464373189816,4.821155749625102,3.4049416346036994
nn1,0.026564437195696768,24.15219547428748,4.914158671893579,3.43001061876159
nn2,0.025487617983429446,24.18153822949559,4.916897761795903,3.4431486661243556
nn3,0.020366546109053797,24.30595638394636,4.929676567374411,3.5017875180179763
