model,r2,mse,rmse,mae
linear,188.40207020932274,324248.8702055607,331.01529819905096,3.2439235551219463
ridge,6.92545349056775,11792.52588222445,55.73035752758788,0.769319303988409
lasso,0.001813987717582459,10.956286843447925,0.1350945045079321,0.1764157736004764
enet,0.0020635565135475,11.748932203535317,0.14500503293602424,0.1843983323621628
xgb,0.005526559287813317,8.516004401702535,0.1098413264219793,0.16392665839652446
lgbm,0.005790176726350472,7.680326268923191,0.09888995607244383,0.14804082670729904
catboost,0.005689777582940208,10.623134927585067,0.1364638986022902,0.17419960348699032
nn1,0.016253855514252458,19.949467985523757,0.2452228822437719,0.19899157565255554
nn2,0.00875718275166282,8.925940320277522,0.11063439746281846,0.19900631606832891
nn3,0.0011610069177854195,11.204882877234821,0.14007417045882414,0.15473709298857416
