model,r2,mse,rmse,mae
linear,-0.21656078762672962,9.766817933580723,3.1080244821446223,2.1890932301843278
ridge,-0.051853721273370824,8.434395754047546,2.902501080274644,2.166938004389115
lasso,-0.0009249346219955435,8.021217939394855,2.8317837956320018,2.146191590772238
enet,-0.0009249346219955435,8.021217939394855,2.8317837956320018,2.146191590772238
xgb,0.0465250224552823,7.640834526183046,2.7637481190439885,2.1012251071410373
lgbm,0.04217469381901697,7.673292235882462,2.769699036252379,2.1036114026609196
catboost,0.07608379456488305,7.404467085982643,2.720554297121157,2.0571214523510464
nn1,0.00883722610431963,7.939606811116545,2.817520311330961,2.1143250066898354
nn2,0.007867980967973276,7.946435526222098,2.818780059021418,2.1143761117072284
nn3,-0.025192156247515564,8.221753418236506,2.8658639824399046,2.1553169870178377
