model,r2,mse,rmse,mae
linear,0.25653311373905524,2.163666541765685,0.3271112226298158,0.05560387316457057
ridge,0.05132788141339406,0.5835313327381029,0.09941445092175229,0.0634323124113632
lasso,0.0008739388976476179,0.2658434457620003,0.04710068142679064,0.03934715619015628
enet,0.0008739388976476179,0.2658434457620003,0.04710068142679064,0.03934715619015628
xgb,0.015289118843654642,0.27635176720792576,0.050307660091327734,0.05521857529196549
lgbm,0.024278798325277965,0.24954888492198607,0.04538154322086498,0.05021252826144361
catboost,0.01954468708152623,0.29837307418117137,0.055239500343938326,0.06082287539831698
nn1,0.018367026850574612,0.19243639572117843,0.03443989480280935,0.04260474653630367
nn2,0.020772104345568643,0.17077056526156717,0.030240785130521294,0.038970183604584346
nn3,0.040974863879573865,0.5331374342470392,0.09261237708965868,0.06910796133118066
