model,r2,mse,rmse,mae
linear,-320.3725691770661,3011.190497262695,35.36348588638291,3.5374247681838837
ridge,-1.625146573007818,24.314065339478365,4.687860669663839,2.4588275890669173
lasso,-0.001636584217776882,9.250768154551775,3.041438296391937,2.337540418870711
enet,0.00013487332454962254,9.234260454383394,3.0387327938772737,2.335367943977883
xgb,0.0865194041101482,8.437583377271787,2.9043846298679528,2.224365663318807
lgbm,0.07914620446252303,8.505203464150057,2.9161941704532284,2.2340544858419866
catboost,0.12071836287439705,8.121627188866512,2.849542533289314,2.1737527875266016
nn1,0.00578189584933837,9.186776481574366,3.029459411156928,2.2764405832814423
nn2,0.03189205294637407,8.942376309715579,2.989669504901807,2.2865111574002697
nn3,-0.023041501474067493,9.454601177611133,3.0733943195649553,2.34840379193892
