model,r2,mse,rmse,mae
linear,284.86631464625225,7732.735394888572,53.37951424258996,2.077253905322465
ridge,0.48495313931153755,13.063400076321061,0.9849363417662951,0.10963639421812806
lasso,0.00040123600479506806,0.7374227487974596,0.06954498347473412,0.06662034897944151
enet,0.0010273932952589678,0.7190729312369899,0.0689480895036611,0.06313024122485719
xgb,0.020432342274613154,0.49503874109225166,0.049761042709751215,0.036008386264278984
lgbm,0.018473887656332677,0.5515624054242109,0.05530180686092529,0.03998667188378909
catboost,0.0163068925949254,0.5150012557351394,0.052507562961632476,0.034559099826652964
nn1,0.03935615809493187,0.772653363830372,0.07621923393021059,0.059926197236027184
nn2,0.017321940994344115,0.2461736696903811,0.02442269463522389,0.02204768367788342
nn3,0.028093489376157136,0.3656974644903678,0.036200624066134585,0.03888878663727706
