feature,importance_mean,importance_std
x_BP,-128.23724095854755,210.42113222026256
x_AdjFwdFCFPC,86.23834913715811,5.910154992329737
x_AdjEBITP,79.32862176962107,76.49305496326332
x_FCFP,45.03339333860748,36.42550920883937
x_STO,37.38705813175008,293.30988596982104
x_DivP,30.567027211392816,82.94490861479503
x_CashP,21.000544914377347,66.21168083098691
x_WCAccruals,6.557537947751207,0.08580961300227452
x_AstAdjChg1YCF,-4.803527189398904,2.1206441895300436
x_CFP,3.6870986483094574,13.247310170126955
x_DivToCF,3.3668043691159815,3.3821191067084078
x_52WVPT20DLag,-3.1205955416654336,0.03797727015429997
x_ShareChg,2.7059252982635273,4.480731350543795
x_PAdjChg1YSales,2.6326464807074546,4.640425936704366
x_TobinQ,1.7802998373997232,2.256708356495886
x_PAdjChg1YOCF,-1.366803493556942,1.3953178139950801
x_SalesToEPSChg,1.0659183936369936,0.9204535285166225
x_MVEToTL,1.0032773245463966,0.9224044616168038
x_AccrualRatioBS,-1.0000229920933568,0.3545459834953699
x_AdjFwdEPC,-0.9750773661788915,0.4205836792393135
x_FCFEqt,0.9647376071995493,0.5549895655264633
x_AdjEBITDAEV,0.8949666699089588,0.9218680894840913
x_PM9M,0.8909215878728468,0.14951500870227974
x_RevEstDisp,-0.8273301110626747,0.20090665202617658
x_ChgSalesMargin,0.6833119396049196,0.015673328942552966
x_IndRel_CFP,0.6651566311677534,0.21352660283034008
x_IndRel_PM9M,-0.6122444096852209,0.1986914923321712
x_AccrualRatioCF,0.5588560531413189,0.7108418428799479
x_AdjRev3MFY1C,0.5325801801580701,0.11894480386025208
x_IndRel_PAdjChg1YSales,0.5254916878634303,0.25556842703087035
x_PAdjChg1YEPS,-0.5242998021597971,0.13544084743290674
x_Chg1YLTDA,-0.5094927121703281,0.03182542933831228
x_AdjSTO_6M,0.4997528230543228,0.15467885293428763
x_CashAst,0.4958678231652759,0.27472810494188227
x_REToAst_2,-0.48819849737276216,0.30964287312305777
x_AdjChgEPStoSales,-0.4604927875044721,0.23179032409334044
x_CashAdjEV,-0.4523043930377568,0.3439873851870878
x_YoYChgDA,0.44669107744533953,0.12548921883326047
x_IndRel_LTDA,-0.44514514947977424,0.06662651800028419
x_90DCV,0.41742035439344416,0.06699522417384862
x_IndRel_MaxRetPayoff,-0.39337140152224453,0.16820925976907503
x_PM6M,-0.388120819054171,0.5067677536298412
x_52WSlope,-0.37636167331479525,0.4065241842538094
x_EBITMargin,0.3638245650193031,0.021937316712412447
x_IndRel_Chg1YOCF,0.34970145025871674,0.025009837835584137
x_Chg1YOCF,-0.34728210239904306,0.2545870033743555
x_IndRel_EP,-0.3410638904059877,0.037254986871033235
x_IndRel_PTMargin,0.31954128331854964,0.19539383932430537
x_calendarquarter,-0.3135185053458652,0.0035634998275013152
x_LogTTMSales,-0.3107395946640465,0.17733024157109528
x_IndRel_FCFP,-0.30413176572911127,0.07407955506342268
x_IndRel_Chg1YOPM,0.29968007337305386,0.059265526938193355
x_IO_Level_AM,-0.29631879082171386,0.09895443053387912
x_AssetTurn_2,-0.2955095510882488,0.4407004259878951
x_AnnVol12M,-0.29276331900102653,0.031396728847152555
x_IndRel_EBITDAP,-0.290113479375962,0.0566720502513699
x_IndRel_GPMargin,-0.28900918994921654,0.044208879030539855
x_PM1M,-0.28444997396209354,0.04585826600438407
x_Rev3MFY2C,0.28412759755896316,0.42270854234388083
x_EPSNumRevFY1C,0.28258182942606364,0.14821433260969502
x_IndRel_ShortIntTrdVol,-0.2790268090229543,0.09740729276846513
x_InvToAst,0.278234221912694,0.05742813488975665
x_LogAssets,-0.27304355402964836,0.2912674650987399
x_IO_StabofChgHD,-0.27276544589033497,0.12268616419371975
x_PAdjChg3YEPS,0.2632329324416987,0.07337357677096062
x_EBITDAEV,0.25874202639032473,0.3196149235658142
x_4To52WPrcOsc,-0.25778077325749715,0.002841383520618329
x_CVVolPrc30D,-0.2527522368046964,0.012013550575246335
x_RskAdjRS,0.25184236657375697,0.201004432291286
x_IndRel_TotalAccruals,-0.23892060542251423,0.08894930438894813
x_IndRel_FCFEqt,-0.23737959098083478,0.011565186550659912
x_AdjAstAdjChg1YFCF,-0.23488649386338767,0.939787574353877
x_IO_Foreign,0.2306840341363855,0.06019931359702636
x_IndRel_AstP,0.2283660236866705,0.17176851136651258
x_Adj50DVolSig,-0.22694406033671877,0.15852073526895838
x_ROE,-0.22049496618951325,0.7756596993774836
x_IndRel_BP,0.21746347946258612,0.07956030749075552
x_IndRel_CapExToAst,0.21579618378157234,0.05581017017318317
x_Chg1YOPM,-0.21059982555554435,0.043541715708124804
x_EPSEstDispFY1C,0.20970595517450777,0.010864788907836403
x_IndRel_CashAst,-0.20177612002758197,0.1926581392820784
x_IndRel_OCFP,0.19994575100158885,0.1423284108984436
x_EPSEstDispFY2C,-0.1981554448291934,0.229640936088142
x_AstAdjChg1YOCF,0.19643555922904865,0.956097290878753
x_14DayRSI,0.19630315477844057,0.13800926260011262
x_IndRel_TobinQ,0.19552956515057116,0.11000626673192412
x_IndRel_SEV,-0.18925888978877656,0.07171396203185229
x_CFAst,0.18542143657622245,0.8841299964574055
x_IndRel_InvToAsset,-0.18523436344595978,0.3424296218616695
x_6MAvgChg1MRecC,-0.17462861408971223,0.08661783920835789
x_PrcTo52WH,0.17319830739748499,0.2861392053278684
x_IndRel_EPSToSalesChg1Y,0.17011328752481908,0.04649406436824509
x_IndRel_EBITDAEV,0.17002759769898879,0.027241717855836303
x_IO_InvDuration,0.16959362363314318,0.13720392664421782
x_IndRel_RONA,0.1663482583435587,0.2526250663497589
x_CapExToAst,-0.165599935475737,0.07190299395753388
x_PA52WL20DLag,-0.16081515922937364,0.1385292273219583
x_IndRel_OEP,-0.1603956315215166,0.43414624021543224
x_PSlopeSERR_26W,0.15648324970223615,0.48936657515381365
x_ShortIntRatio,0.15608409339431006,0.07624904899608598
x_CFIC,0.1553760964480957,0.21281475487644963
x_130DMinRtn,0.15495860963904817,0.3312791281853763
x_CQPTTMCFtoSales,-0.15391111824715725,0.2144390490304961
x_MaxRetPayoff,0.15190002314408324,0.11540087970889323
x_Chg1YTurnover,0.14962918281921977,0.023405516089066478
x_CashEV,0.1494574619320599,0.21720027780373363
x_IndRel_PM1M,0.14875280904530053,0.10280122521840851
x_PTIToNOA,-0.14704222930108202,0.3571272238556775
x_StdErr180D,0.1422037832680765,0.06568333932243495
x_AdjRevMagC,-0.14116351195050242,0.12304815021741494
x_IndRel_ROIC,-0.13726522096739904,0.010656015400979407
x_24MResRtnVar,-0.1371424310746316,0.13844728184129038
x_AstGrwth,0.13700770267517476,0.29906051108532644
x_DepToCapex,0.13318161729562542,0.1989065560517164
x_Chg3YOPM,0.13132824740169557,0.09334555004098975
x_IndRel_EPSEstDispFY1C,-0.13021773472000486,0.2032878475585318
x_IndRel_PAdjChg1YEPS,-0.1299505565899852,0.010309629663234149
x_CashCycle,0.1290701937014699,0.26569986556722147
x_RecTurn,0.12899511683424175,0.20670966378842262
x_IndRel_RecTurn,0.1289020494833839,0.06547186853830504
x_AnnVol1M,-0.12805566452402578,0.1558371641096326
x_ChgATO_2,-0.12740235727226068,0.0996456713615884
x_60MAVGTTMROA,-0.12732150983650803,0.6293333831850284
x_IndRel_DA,0.11757725229927118,0.05278808427486703
x_IndRel_FCFEV,-0.1161698139501216,0.01715232887382523
x_IndRel_WCAccruals,0.11470772365283709,0.20067033676136714
x_Beta60M,0.1128090209855821,0.313072092319993
x_DebtChg1Y,0.11185426720786218,0.013235849179403125
x_SalesToInvCap,0.11087915014981878,0.21344606873945146
x_IndRel_NCAP,-0.10811419431652539,0.151860191648818
x_IndRel_ShareChg,0.10787978549558354,0.18552723865579757
x_IO_Concentration,0.10692521279768621,0.07579332349808934
x_IO_ChgofIO_AM,-0.1053589436073571,0.05063996500924374
x_InvToAstChg1Y,-0.10493319725447589,0.08028083683817147
x_SharpeRatio,0.10365033724369221,0.24046179767555087
x_FL,-0.10278239083304964,0.0314441665142884
x_SalesAcc,-0.1025491623944188,0.6601958215046408
x_IndRel_CFEV,-0.10153510509522862,0.10495775927671941
x_IndRel_PTIP,-0.09791948414939566,0.2695430587874629
x_ROA_2,-0.09764144637886388,0.13380345379572164
x_IndRel_OEA,0.09661139973765383,0.3459411197030107
x_ConsQPosChginTTMCF,0.09434350187520157,0.3360731667007698
x_BuyToSellRecLess3MEMA,-0.09338290523888151,0.16951823997756812
x_STO_6M,0.09238217654883812,0.17113937211155977
x_IndRel_AccrualRatioBS,0.09099187065783648,0.12445318234676246
x_IndRel_PM6M,0.09005226765827945,0.11065829199165556
x_EPSStab,-0.08986841881402705,0.060692584632934005
x_IO_Level,-0.08555041976532748,0.0690110858476535
x_AdjAccruals,-0.08172074109330724,0.17037129457119266
x_OCFAst_2,0.0793917288150969,0.37873512373842755
x_BVEV,0.07916455013280618,0.057128446824038975
x_HL1M,0.07492111853394937,0.045703808588305445
x_SEV,-0.07432400671688431,0.11900920785035839
x_AdjEPSNumRevFY1C,0.0740256470817435,0.24319656680263704
x_Chg4QSalesTrend,0.07376342953810416,0.17118946741559599
x_IndRel_InvToAst,0.07215152841781561,0.012290185180739793
x_IndRel_SUEC,0.07142112412554875,0.04728054738074343
x_6MChgTgtPrcGapEMA,-0.06925240029598168,0.032561830001952556
x_IndRel_PM5D,-0.06892097743401245,0.2141864120269899
x_PrcTo260DL,0.06812665208100972,0.07807553022179255
x_RevMagFY1C,-0.06722827948450444,0.09019046482864596
x_LTDA,0.0659578701397218,0.09615744517671294
x_IndRel_CashP,-0.06532025681933368,0.3089030629401372
x_Chg1YAmihud,0.06248031730696854,0.2058206194051562
x_IndRel_ROA,-0.06246425856591123,0.08636822718514911
x_IndRel_OCFEV,-0.06159673408294153,0.313379858885783
x_IndRel_ROE,-0.060713022650043774,0.0352816745175529
x_60MAVGTTMROE,0.059929526719662674,0.07021692606321639
x_LogUnadjPrice,-0.05898061082442254,0.03413788180019881
x_5DVolSig,-0.05882199777384606,0.022415012410253177
x_UnexpectedRecChg,-0.0575853818722451,0.03132942468675398
x_RONA,-0.057573834798804124,0.2126620201102017
x_IO_BreadthStabBY,-0.05710990800601551,0.12082164596366712
x_IndRel_AssetTurn,-0.055881775145805945,0.05110158892070904
x_IndRel_DepToCapex,0.05522605632997407,0.040444016556476836
x_CFEV,0.05468178493723316,0.33075856403678805
x_IndRel_CashEV,0.05152060575930001,0.2087882227313566
x_InvToAsset,0.05069992059511369,0.2938176569409095
x_Alpha12M6MPChg,-0.049474251365300835,0.04954156966507874
x_AstAdjChg3YEPS,-0.048968067314641095,0.5550651176989747
x_AdjEPSNumRevFY2C,-0.04894914296552336,0.07192123743812659
x_Chg1YROA,-0.04880680228423695,0.03460641959467625
x_IndRel_PM12M1M,0.047758115145004526,0.06724463102569081
x_RelPrStr_12M,0.04540777696671516,0.4289468674972132
x_PM5D,-0.043238154382452765,0.2748279641780093
x_CQDOHtoSales,0.0427088835839782,0.15066996199319108
x_Alpha18M6MPChg,0.04136273501882593,0.004694453524203397
x_Alpha60M,0.040373951917580364,0.09348078279397615
x_EBITEstDisp,-0.03957702062632916,0.10328038178178832
x_SUEC,-0.03875474978285892,0.15273689503244942
x_ETO,0.03869262292982857,0.22945446013060855
x_IndRel_ChgSalesMargin,-0.038418612617674666,0.12639840124521107
x_IO_ChgofNumBY,-0.0359135242062871,0.08579307582232595
x_12QTrendTTMEPS,-0.0349053044037389,0.02549863432860905
x_HL52W,-0.034857565885334604,0.11381729230416125
x_EPSToOCFChg,0.034236561764970336,0.04288511785869545
x_IndRel_DivP,-0.03315519785570743,0.0021365425665111765
x_IndRel_AdjAccruals,0.03276522827317893,0.1381068415670317
x_IndRel_AccrualRatioCF,0.032573071188672476,0.058181797996673515
x_ConsQPosChgTTMEPS,-0.03229143590114504,0.06268195245824672
x_CVVolPrc20D,-0.02891916162147612,0.08040827359720137
x_IndRel_DebtChg1Y,0.027378362762037617,0.08915383077150182
x_IndRel_SolvencyRatio,-0.025643160620057642,0.06084160407274394
x_PAdjChg3YSales,0.023434874688214515,0.07187105240200789
x_ChgSalestoChgEPS,-0.02206884253855601,0.18394230911378506
x_CapAcqRatio,0.021269360825947978,0.11929765038806141
x_6MChgTgtPrcGap,-0.020553590456654853,0.034191704804356196
x_IO_ChgofIO_HF,0.018863302093882622,0.17584027760993123
x_GPMargin,0.01800471409208415,0.21258820569342574
x_IndRel_EPSSurpC,-0.016227802187224236,0.032767829645898236
x_IndRel_LTDE,-0.012845159895956137,0.05446795086604783
x_Alpha36M6MPChg,0.01253014769533066,0.018626513532327235
x_CQDRItoSales,-0.01153857070889373,0.05034263779819613
x_IndRel_CashCycle,0.011094244884920099,0.06540794900058451
x_IndRel_CFROIC,-0.010696329977452956,0.14196796472590711
x_IO_NAT,-0.010254088897684713,0.09145683296161274
x_CVVolPrc60D,0.008630533653182504,0.028595975247032
x_5DMoneyFlowVol,-0.0052019578673772465,0.006580781949816525
