model,r2,mse,rmse,mae
linear,91.69580571436376,2495.8116088741726,27.201287416277612,1.225952335768421
ridge,1.4561628309285624,39.358080544837065,2.270176439705977,0.15779031670978
lasso,0.0014085882670373648,0.8296425570782565,0.07852857498279625,0.06344226049105657
enet,0.002002724773541408,0.7817131758066712,0.07444829902002573,0.06494921361985777
xgb,0.02989015054821234,1.3136068478318004,0.12503843003559956,0.07755726145169538
lgbm,0.027835610961883483,1.3409455699979236,0.12704826150181828,0.08934135138384411
catboost,0.02230899695750824,1.144868046104738,0.11088890985915613,0.07654138137276996
nn1,0.017242153926396386,0.7721074736494747,0.0733830199858358,0.05426070689482362
nn2,0.015926369236657318,0.7794343224669562,0.07432407362448813,0.07613931852281758
nn3,0.014194807308503107,0.6662126473282148,0.06325841969676528,0.055326896095927565
