model,r2,mse,rmse,mae
linear,2.698657085699122,26.115088946133316,2.224871976265414,0.13070238328451195
ridge,0.4337268578425465,4.157698489332326,0.5367931107566578,0.043946468787635286
lasso,8.828660668808067e-05,0.1759213217477762,0.02821639432714473,0.01673285774694074
enet,0.002172418766221329,0.171020758631713,0.02782882140003647,0.018014587008574452
xgb,0.012737726520417379,0.09824559057987838,0.01761945810871129,0.021622074892368868
lgbm,0.007038099031321098,0.11139889003442136,0.019907135142270035,0.02577664740709011
catboost,0.017528964286805768,0.0772349867600598,0.014008802164589556,0.020969274528207574
nn1,0.014987229289849555,0.09559572072229965,0.016437230372871457,0.019715334849200437
nn2,0.030484953501057822,0.24423976584059245,0.04175245856026354,0.03173365567942825
nn3,0.029963005925271742,0.18390608152272686,0.0307511154868857,0.007366596669209173
