model,r2,mse,rmse,mae
linear,-2.5409350973945086,34.14885075584182,5.403590976847772,2.461868038493079
ridge,-0.5945710360075622,15.36392414787504,3.882753829966462,2.375830973558954
lasso,-8.262523569642077e-05,9.651000169941712,3.1064777490001254,2.398983177401773
enet,0.02764836556887267,9.383368229238595,3.063101987518221,2.36476902431638
xgb,0.18805122329718832,7.833837435596008,2.798843866722823,2.138756742939443
lgbm,0.18607283647006725,7.8537687014363105,2.8023869125098946,2.136671477840534
catboost,0.21469463708693098,7.575590448063482,2.7523434018169675,2.0936934107369423
nn1,0.12051202271637725,8.485156106678275,2.912882751525702,2.228156342464348
nn2,0.10445168806361935,8.639310120670045,2.9389737754655476,2.2314286274304416
nn3,0.08234875344573653,8.851256044200165,2.9749471277816815,2.274120455626753
