model,r2,mse,rmse,mae
linear,376.87392644007724,13128.809803822282,68.23146558711404,1.486696335222886
ridge,4.069414699790421,141.2802409109548,5.367549376084427,0.1730051273964209
lasso,0.0002604523503690182,1.1685970937542893,0.09730250548747527,0.09425121240770108
enet,0.0003463690934320823,1.1602915479167484,0.09673925124615544,0.09395644392196868
xgb,0.010414387520805759,1.2073704046567664,0.10270412343422426,0.09240195958077604
lgbm,0.011348949343833152,1.3863438842677969,0.11796247014772561,0.10032999459516212
catboost,0.008969175532481848,1.3189593208529036,0.1132362038398184,0.10197231021833021
nn1,0.02035850552984235,1.2709870797965703,0.10777742261339275,0.10649269175156566
nn2,0.01250429403159917,1.1588775554093385,0.09782861673910621,0.09250679828873942
nn3,0.014642510575978795,1.2699731630800553,0.1071364708212454,0.09464877690567758
