model,r2,mse,rmse,mae
linear,-63.89872461430376,91555.86776659386,224.72568902897206,36.003574548324146
ridge,-6.211547492070819,9968.080964092205,85.82875646041884,28.710471838286214
lasso,0.0312842714093988,1358.975001536389,36.84303550880389,23.603631491709134
enet,0.030150522340482034,1360.6211310864455,36.86505013085733,23.647890061784782
xgb,0.07748686577372477,1293.3347358709616,35.94551072929049,23.59461048007419
lgbm,0.07449160187939285,1298.2966963743343,36.00884101733651,23.82622378192916
catboost,0.09253268069648882,1271.957718485064,35.646712728437606,23.328005305903417
nn1,0.0242103003790618,1368.4064332874652,36.97429021332432,23.932562461037776
nn2,0.030342835235821486,1359.6855196732085,36.85729712825319,23.705147787930702
nn3,-0.0070533611631441225,1414.7875220831388,37.57174706303181,24.701371431365274
