model,r2,mse,rmse,mae
linear,93.64663107817465,135465.31565450018,202.61844056513615,12.139270857726867
ridge,7.371087231777326,10378.697839209797,51.00495592146231,3.4007458234099173
lasso,0.009638956961062883,92.53023645758005,1.2512937438527536,0.8242487525391008
enet,0.008724054669082989,93.28019663644037,1.2606387015403837,0.827580356681942
xgb,0.02331064269234183,80.70839769923305,1.1202652727920386,0.7830732747812716
lgbm,0.024286850008941985,93.0504026529656,1.2884350827721605,0.8905710236715566
catboost,0.03136385981360983,80.0749732262186,1.1267609068956412,0.857464665444749
nn1,0.006942324336217964,84.32641235967104,1.143807898352845,0.7417008787277899
nn2,0.0016297345557369463,81.49795271798234,1.106873106037032,0.7686507123493901
nn3,0.039333273399445895,134.06203413261443,1.775202724958417,1.6164915055966702
