feature,importance_mean,importance_std
x_EBITEstDisp,178.0,17.0
x_Alpha12M6MPChg,141.5,13.5
x_EPSStab,117.0,23.0
x_calendarquarter,116.5,3.5
x_SalesAcc,114.5,6.5
x_IO_NAT,113.0,26.0
x_Alpha36M6MPChg,112.5,15.5
x_Alpha18M6MPChg,112.0,7.0
x_SUEC,112.0,6.0
x_AnnVol1M,111.0,3.0
x_STO_6M,110.0,1.0
x_RevEstDisp,109.5,16.5
x_IO_BreadthStabHD,108.5,23.5
x_IndRel_EPSEstDispFY1C,108.5,13.5
x_BuyToSellRecLess3MEMA,107.0,21.0
x_RskAdjRS,106.5,4.5
x_IO_ChgofIO_AM,106.0,3.0
x_IndRel_PM5D,104.5,6.5
x_ROEStab,104.5,7.5
x_Chg4QSalesTrend,103.0,5.0
x_IO_StabofChgHD,103.0,0.0
x_Chg1YAmihud,102.5,12.5
x_Chg1YOPM,102.5,6.5
x_LogUnadjPrice,100.0,19.0
x_IndRel_DivP,100.0,6.0
x_EPSEstDispFY2C,99.5,8.5
x_EPSEstDispFY1C,99.5,12.5
x_CVVolPrc60D,99.0,15.0
x_5DMoneyFlowVol,99.0,21.0
x_12QTrendTTMEPS,98.0,5.0
x_SalesToEPSChg,98.0,11.0
x_ChgSalestoChgEPS,96.0,17.0
x_14DayRSI,96.0,10.0
x_6MAvgChg1MRecC,96.0,18.0
x_Chg3YOPM,95.0,5.0
x_90DCV,92.5,0.5
x_5DVolSig,92.0,8.0
x_IO_ChgofNumBY,91.5,30.5
x_PA52WL20DLag,91.0,5.0
x_CVVolPrc20D,91.0,0.0
x_AdjFwdFCFPC,90.0,1.0
x_Chg1YROA,89.5,13.5
x_PSlopeSERR_26W,89.0,10.0
x_ChgSalesMargin,89.0,3.0
x_EPSNumRevFY1C,89.0,4.0
x_Adj50DVolSig,88.0,7.0
x_AdjFwdEPC,87.5,4.5
x_PM5D,87.0,19.0
x_AnnVol12M,86.5,19.5
x_IO_Concentration,86.5,2.5
x_PAdjChg3YEPS,84.5,10.5
x_IndRel_PM1M,84.0,16.0
x_IO_Level_AM,82.5,18.5
x_HL1M,82.0,19.0
x_PM1M,81.5,32.5
x_IO_ChgofIO_HF,81.0,0.0
x_ROE,80.0,0.0
x_IndRel_SUEC,80.0,1.0
x_ShortIntRatio,80.0,3.0
x_IndRel_FCFEV,79.5,2.5
x_IO_InvDuration,79.0,13.0
x_IndRel_ShortIntTrdVol,79.0,2.0
x_IndRel_SEV,78.5,4.5
x_6MChgTgtPrcGapEMA,78.0,9.0
x_AstAdjChg3YEPS,78.0,8.0
x_IndRel_PM9M,77.5,17.5
x_WCAccruals,77.5,16.5
x_IO_TO,77.0,16.0
x_TobinQ,77.0,2.0
x_IndRel_EPSSurpC,76.5,5.5
x_IndRel_RONA,76.5,2.5
x_IndRel_PM12M1M,76.5,11.5
x_IndRel_DepToCapex,76.0,7.0
x_BVEV,76.0,0.0
x_IndRel_CapExToAst,75.5,5.5
x_ShareChg,74.0,2.0
x_IndRel_CFROIC,73.5,13.5
x_PAdjChg3YSales,73.5,1.5
x_PM9M,73.5,10.5
x_StdErr180D,73.0,4.0
x_IO_BreadthStabBY,73.0,3.0
x_130DMinRtn,73.0,21.0
x_Alpha60M,72.0,18.0
x_AstGrwth,72.0,8.0
x_RONA,72.0,11.0
x_IndRel_GPMargin,71.5,10.5
x_CVVolPrc30D,71.5,16.5
x_UnexpectedRecChg,71.5,13.5
x_MaxRetPayoff,71.5,17.5
x_REToAst_2,71.5,2.5
x_LogTTMSales,71.5,17.5
x_EBITMargin,71.0,18.0
x_Chg1YTurnover,71.0,3.0
x_IO_Foreign,70.0,6.0
x_RelPrStr_12M,70.0,5.0
x_Beta60M,69.0,12.0
x_IndRel_InvToAst,68.5,9.5
x_IndRel_Chg1YOPM,68.0,6.0
x_IndRel_AdjAccruals,67.0,1.0
x_60MAVGTTMROE,67.0,4.0
x_IndRel_PM6M,66.5,0.5
x_SharpeRatio,66.5,9.5
x_AdjEBITP,66.0,3.0
x_6MChgTgtPrcGap,65.5,0.5
x_IO_Level,65.0,5.0
x_AccrualRatioCF,64.0,7.0
x_DepToCapex,63.5,19.5
x_AdjEPSNumRevFY1C,62.5,11.5
x_CashP,62.5,24.5
x_IndRel_OEA,62.5,20.5
x_IndRel_Chg1YOCF,62.0,9.0
x_IndRel_DebtChg1Y,62.0,14.0
x_IndRel_LTDA,62.0,12.0
x_IndRel_CashEV,62.0,7.0
x_RevMagFY1C,61.0,2.0
x_EPSToOCFChg,61.0,4.0
x_ChgATO_2,61.0,7.0
x_DebtChg1Y,60.5,0.5
x_PM6M,60.5,6.5
x_IndRel_SolvencyRatio,60.0,13.0
x_AdjRevMagC,60.0,7.0
x_IndRel_FCFEqt,60.0,15.0
x_IndRel_ROIC,59.5,0.5
x_IndRel_FwdEPC,59.0,11.0
x_IndRel_ROA,58.5,3.5
x_IndRel_LTDE,58.5,21.5
x_EBITDAEV,58.0,5.0
x_IndRel_SP,58.0,4.0
x_IndRel_AccrualRatioCF,58.0,12.0
x_AstAdjChg1YOCF,57.5,16.5
x_CFEV,57.5,4.5
x_IndRel_PTMargin,57.5,18.5
x_YoYChgDA,57.5,2.5
x_AdjAstAdjChg1YFCF,57.0,5.0
x_52WSlope,56.0,12.0
x_AstAdjChg1YCF,55.5,3.5
x_IndRel_CFEV,55.5,17.5
x_60MAVGTTMROA,55.5,8.5
x_PAdjChg1YSales,55.5,0.5
x_IndRel_MaxRetPayoff,55.0,6.0
x_AdjEBITDAEV,54.5,9.5
x_AdjChgEPStoSales,54.5,9.5
x_IndRel_AssetTurn,54.5,0.5
x_CFIC,54.0,2.0
x_ROA_2,54.0,2.0
x_PAdjChg1YEPS,54.0,3.0
x_IndRel_AstP,54.0,12.0
x_PTIToNOA,54.0,10.0
x_IndRel_CashCycle,54.0,1.0
x_Chg1YLTDA,54.0,1.0
x_IndRel_ROE,54.0,5.0
x_AccrualRatioBS,53.5,0.5
x_IndRel_OCFEV,53.5,5.5
x_IndRel_RecTurn,53.5,4.5
x_IndRel_InvToAsset,53.5,2.5
x_AdjEPSNumRevFY2C,53.0,9.0
x_IndRel_TobinQ,53.0,7.0
x_IndRel_EPSToSalesChg1Y,53.0,2.0
x_IndRel_CashAst,52.5,0.5
x_IndRel_AccrualRatioBS,52.5,22.5
x_FCFP,52.0,10.0
x_AdjAccruals,52.0,6.0
x_IndRel_PAdjChg1YSales,52.0,7.0
x_Rev3MFY2C,52.0,9.0
x_RecTurn,52.0,8.0
x_InvToAstChg1Y,51.5,9.5
x_GPMargin,51.0,5.0
x_IndRel_PAdjChg1YEPS,51.0,7.0
x_LogAssets,50.5,11.5
