model,r2,mse,rmse,mae
linear,5.030624116389894,48.8932510527914,3.1191028237012164,0.19177839616059814
ridge,0.7684833036971521,8.10316338015014,0.9567731921441173,0.12882371773910775
lasso,0.0003060215806886714,0.3235054814036417,0.051711419238674616,0.051569418241702844
enet,0.0011010962664145963,0.31621126206104566,0.050655948075793975,0.05030091591385813
xgb,0.016725733382811137,0.2371420547475161,0.04056491752440669,0.04376798281160266
lgbm,0.012372422763508082,0.34810720031063586,0.059064674336714244,0.058955753490039293
catboost,0.01453790416577988,0.3557884189815868,0.061526887152138304,0.06279008996013626
nn1,0.03861076751579025,0.28828160242467704,0.046642009742444694,0.033354505268612084
nn2,0.05018195045473502,0.5362488357812366,0.08690040362059978,0.0727605918600004
nn3,0.02460671797557489,0.4779054214329683,0.07050741829729106,0.038842629181464805
