model,r2,mse,rmse,mae
linear,-6.41691299447716,72.44140992135979,7.919129213274582,2.6576266641267576
ridge,-0.8993828315442748,18.70145276773885,4.217349621092992,2.496451489744726
lasso,-0.00025041612874416864,9.72570901671277,3.1181781453010493,2.427744212370869
enet,0.0047330882555570945,9.677057426858031,3.1103844459781134,2.4214722631852363
xgb,0.11382000694531366,8.613603649386247,2.9346137968823913,2.2707035831907922
lgbm,0.10718295995383478,8.682487369907587,2.946014041744045,2.2778903204116494
catboost,0.13700677676924433,8.39290743848628,2.8963980873912423,2.23179103157133
nn1,0.028276913442339912,9.440117246687464,3.0721233324224877,2.365079121386627
nn2,0.019080407320533087,9.535493501275022,3.0867364353189592,2.359403257844375
nn3,-0.19647963944818558,11.634820627839536,3.4102564906183503,2.6015285088341096
