model,r2,mse,rmse,mae
linear,-22.804518566676695,12279.714531193951,86.06917013976161,18.77013486619191
ridge,-0.2897870697105824,677.705214381528,25.74641172881679,15.786975271228673
lasso,0.08836292948091289,474.63959868552854,21.776528591765263,14.627193337881113
enet,0.093587699470603,471.928370624256,21.71428473051109,14.575721856543186
xgb,0.10366620938334084,466.8765925472955,21.591078102132403,14.498034421537039
lgbm,0.09680998584180231,470.13441095044084,21.673482381370782,14.529626355861094
catboost,0.12096831522537177,457.7375152955075,21.38307136233458,14.286036473674471
nn1,0.07411674822553234,481.86166759346634,21.942935709668074,14.664784109770295
nn2,0.06959852724086027,484.37170333328913,21.99625312950128,14.659934560819007
nn3,0.017767758876127894,511.76849208987187,22.600954860067397,15.397268034949803
