model,r2,mse,rmse,mae
linear,27.773715804321327,14038.859303961079,69.79837020050483,3.709577981927786
ridge,0.3404699823065585,212.02465234162418,3.850648967612278,0.8696113297037024
lasso,0.021837698880294854,28.469224798590243,0.6499239782916936,0.4659831848027547
enet,0.020630245616608096,28.320330465250134,0.646691013196394,0.45949870552265226
xgb,0.04111525460717931,36.68623131545007,0.8378179604866715,0.5354768603841407
lgbm,0.02582500913013278,27.546766000370717,0.6281499939116328,0.4293499193150913
catboost,0.028439116989698667,30.751198756909606,0.7083603664903646,0.5226321017214086
nn1,0.027530113342178322,26.92548358720331,0.6076512444156316,0.4514892078355274
nn2,0.03691614266050736,32.582736852075485,0.7324968233339232,0.4893856169446057
nn3,0.05412025259984477,45.770135483750074,0.9825128513499954,0.5468905433928366
