model,r2,mse,rmse,mae
linear,-28.260198590960744,851.6237087047454,20.84104143620943,4.657132700181768
ridge,-1.622654931615506,76.54660909899955,8.454718507002939,4.202930394797991
lasso,-0.002214363879221759,29.158337506473394,5.39967758348737,3.749528122235919
enet,-0.002214363879221759,29.158337506473394,5.39967758348737,3.749528122235919
xgb,0.046226760028730364,27.7492124736557,5.266375692047144,3.6639100933349376
lgbm,0.04360058648532357,27.822438329473766,5.274275800470674,3.682152069489009
catboost,0.04826172402626696,27.691105835032097,5.261690841437879,3.653584284982608
nn1,-0.0014358125335531824,29.128286645140257,5.3970496022747625,3.750313870001949
nn2,-0.0014656730775769234,29.13459172661527,5.397533861070707,3.73598595227797
nn3,-0.009200332523922272,29.362159008933965,5.418407157402071,3.7955458990467763
