model,r2,mse,rmse,mae
linear,47.78404933618659,1388.9677039006335,20.427302821443337,0.8469682771294338
ridge,1.3407545914937389,39.25314331763805,2.2504097552093847,0.275193729301269
lasso,0.0026763214822959993,0.4611316094917439,0.042655607572503314,0.04194175640841932
enet,0.0026763214822959993,0.4611316094917439,0.042655607572503314,0.04194175640841932
xgb,0.04094935275979471,1.2684975985733402,0.12041405179908131,0.08048584265873918
lgbm,0.023607739085073475,0.704455080899642,0.0667316270084393,0.052635615630103924
catboost,0.02118439186484383,0.7955394553769473,0.07559976296813031,0.056967777131824195
nn1,0.01693880906896859,0.1286720291432322,0.011926262032929787,0.03670970240735182
nn2,0.0077869844867009584,0.3754843334564961,0.03492771407370058,0.02772935598791223
nn3,0.011468511284601586,0.5968990428231884,0.054980774348568066,0.061990490829633316
