model,r2,mse,rmse,mae
linear,-5.0686568017630735,8594.966955757682,82.02224051154087,28.758443664013235
ridge,-1.2953110424073078,3291.850184450319,54.37791688580885,27.077798227599622
lasso,0.05771297512758648,1397.7483144177236,37.37412726258477,24.335511135613377
enet,0.06320098758731443,1389.639553368648,37.265648582853046,24.273555199633428
xgb,0.07393023707436215,1374.1290699887847,37.052320544889554,24.559333073643256
lgbm,0.06683687020652598,1384.5392966693107,37.195174506316825,24.735251336891547
catboost,0.09882655683159902,1336.7757933314374,36.546988157832104,24.018313758239362
nn1,0.060247014633761344,1394.0340026317572,37.32411286172398,24.469252587506038
nn2,0.06676392499112796,1385.2707510220066,37.20019873195704,24.37355276790033
nn3,0.0430390954739446,1418.9624152029107,37.65774733038363,25.095528879014402
