model,r2,mse,rmse,mae
linear,-10.674893480260394,5696.16023593603,58.09414965969664,16.567689302521494
ridge,-0.8453466490108699,909.0934185579223,29.257206433472355,15.372540468435805
lasso,0.09429216490505021,444.92479247202647,21.09036703429142,13.964460361957517
enet,0.10499670991907421,439.7154874119509,20.965561401247395,13.911523418952982
xgb,0.11960686293001652,432.2851011513347,20.789993629237234,13.82120677004408
lgbm,0.1162934381870672,433.96971260636474,20.827518026027455,13.878563143199804
catboost,0.14637198223639875,419.2364963601334,20.47159083829541,13.555576859932213
nn1,0.09373088090069648,445.3006190769594,21.095809152731597,13.972163296727109
nn2,0.08905904375909217,447.757707260413,21.148153792761995,13.985127631083923
nn3,0.03259116111984717,475.0328394315554,21.79443320326694,14.718698689382881
