model,r2,mse,rmse,mae
linear,226.24025647628721,6271.44004558668,43.362855921044876,1.64830797647939
ridge,5.0552606158151985,131.87666356950615,4.8876519756436005,0.28761313356164686
lasso,0.0008703387842072998,0.8056756595939419,0.07774040785778656,0.05740986264313394
enet,0.0009294932632257151,0.8004949705018825,0.07752843511686318,0.05672167742529508
xgb,0.026036389457966692,0.8825396918387215,0.08865846371745356,0.06390954910814363
lgbm,0.01650046674674656,0.8062848887092534,0.08068105914086281,0.08446174020884895
catboost,0.027730402302280584,1.0279505795552533,0.10487950055486064,0.07297044206682474
nn1,0.010747105721982671,0.8779872392238084,0.08562507158063525,0.05278754871950581
nn2,0.019878950035789267,1.0870480338421447,0.10669968355954468,0.0720557153798658
nn3,0.034093361798673116,1.142673984649731,0.11253041289194084,0.08789750347836985
