model,r2,mse,rmse,mae
linear,912.8737288259886,6479.524163339992,53.000321304737525,1.672565441201306
ridge,5.983581589579743,42.79601800293729,3.093119644813765,0.18553593760175183
lasso,0.0005497120261338455,0.2691305208761433,0.04993750929430744,0.043318262969597655
enet,0.0009887564551024817,0.27368993868968894,0.050876349638584534,0.04414762217067977
xgb,0.029182327735254584,0.19678569549028505,0.04056532518851261,0.04053095059084947
lgbm,0.036682477820796554,0.19499794413621532,0.04008110498623843,0.044951821559268294
catboost,0.03297094269920026,0.19089101273602635,0.03951147398460596,0.03880819811349601
nn1,0.05960397026071635,0.41014523175616907,0.0780170338666513,0.046380799958587064
nn2,0.03610221353105482,0.31753007779315257,0.062048595416887425,0.05074436956489582
nn3,0.045300758043222075,0.24163685501908702,0.04616116382046738,0.03084750509766916
