model,r2,mse,rmse,mae
linear,-719.8371697426794,5094.197611508892,47.80338432688086,3.433362735475852
ridge,-4.037292607362821,36.217751332476254,5.16239887991459,2.1263543546375554
lasso,-0.0007017363391527808,7.113946233170026,2.666730672253107,2.013090580289803
enet,0.003618516486526313,7.0834395999286,2.660986884029317,2.008725098424525
xgb,0.16711322549104973,5.916467975975111,2.432040795374835,1.8250879967304265
lgbm,0.1633854639674658,5.940720329671713,2.437029715595359,1.8349439388434199
catboost,0.17524463387103925,5.8574548906918045,2.4198953973499284,1.8172773988951676
nn1,0.05203038458821372,6.733388281027234,2.59370422821375,1.9506582335752616
nn2,0.07279897119655776,6.589592251879121,2.5662700995191274,1.9330661186210165
nn3,0.04835993942886243,6.75686265426674,2.598986687388275,1.9736118846099682
