feature,importance_mean,importance_std
x_SUEC,174.5,18.5
x_IO_ChgofIO_AM,123.5,17.5
x_Alpha18M6MPChg,123.0,31.0
x_EBITEstDisp,121.5,22.5
x_BuyToSellRecLess3MEMA,117.0,12.0
x_IndRel_SUEC,115.0,8.0
x_14DayRSI,115.0,23.0
x_Alpha12M6MPChg,115.0,19.0
x_IO_Concentration,114.5,3.5
x_Chg1YAmihud,113.5,9.5
x_IO_StabofChgHD,111.5,4.5
x_EPSStab,111.5,4.5
x_5DVolSig,110.0,12.0
x_IO_NAT,109.0,1.0
x_SharpeRatio,108.0,20.0
x_Chg1YTurnover,108.0,21.0
x_IO_ChgofNumBY,107.5,8.5
x_5DMoneyFlowVol,104.5,16.5
x_IO_ChgofIO_HF,101.0,13.0
x_IndRel_EPSEstDispFY1C,100.0,4.0
x_6MAvgChg1MRecC,98.5,12.5
x_EPSEstDispFY1C,98.0,23.0
x_EPSNumRevFY1C,98.0,8.0
x_CVVolPrc30D,98.0,3.0
x_Chg1YOPM,97.0,12.0
x_Adj50DVolSig,95.0,16.0
x_RevEstDisp,94.5,15.5
x_ChgSalestoChgEPS,94.5,4.5
x_StdErr180D,94.5,10.5
x_130DMinRtn,93.5,20.5
x_ROEStab,92.0,33.0
x_IndRel_RecTurn,92.0,13.0
x_IO_BreadthStabHD,91.0,0.0
x_IO_BreadthStabBY,90.0,8.0
x_LogUnadjPrice,90.0,13.0
x_HL1M,89.0,12.0
x_RskAdjRS,87.5,12.5
x_CVVolPrc20D,86.5,13.5
x_IndRel_EPSSurpC,86.5,0.5
x_IndRel_ShortIntTrdVol,86.5,19.5
x_IndRel_PM1M,86.0,13.0
x_CVVolPrc60D,85.0,11.0
x_IO_Foreign,84.5,4.5
x_SalesToEPSChg,84.5,3.5
x_IndRel_PM6M,83.0,26.0
x_ChgATO_2,82.5,10.5
x_IndRel_EPSToSalesChg1Y,82.0,9.0
x_EPSEstDispFY2C,81.5,13.5
x_6MChgTgtPrcGapEMA,81.5,10.5
x_IndRel_InvToAst,81.5,1.5
x_IndRel_CashCycle,80.5,18.5
x_IO_Level_AM,80.5,2.5
x_RevMagFY1C,80.0,12.0
x_SalesAcc,80.0,1.0
x_90DCV,80.0,16.0
x_Chg4QSalesTrend,80.0,3.0
x_AdjRevMagC,78.5,14.5
x_PSlopeSERR_26W,78.0,18.0
x_IndRel_LTDE,77.5,13.5
x_IndRel_DebtChg1Y,77.5,12.5
x_IndRel_Chg1YOPM,76.5,2.5
x_AnnVol1M,76.5,4.5
x_IndRel_OEA,76.5,13.5
x_IndRel_FwdFCFPC,76.0,13.0
x_IO_TO,76.0,9.0
x_AstGrwth,75.5,2.5
x_PM5D,75.5,14.5
x_Chg3YOPM,75.5,4.5
x_Chg1YLTDA,75.5,2.5
x_IO_InvDuration,75.0,5.0
x_IndRel_PTMargin,75.0,1.0
x_12QTrendTTMEPS,75.0,18.0
x_PAdjChg1YSales,75.0,9.0
x_6MChgTgtPrcGap,74.5,13.5
x_ShortIntRatio,74.5,9.5
x_IO_Level,74.5,11.5
x_Alpha36M6MPChg,74.0,3.0
x_IndRel_PM9M,73.5,1.5
x_Chg1YROA,73.5,6.5
x_RelPrStr_12M,73.5,12.5
x_IndRel_PM12M1M,72.5,0.5
x_STO_6M,72.5,7.5
x_IndRel_RONA,72.5,11.5
x_IndRel_CashAst,72.0,4.0
x_PM6M,71.0,17.0
x_IndRel_ROIC,70.5,23.5
x_IndRel_LTDA,70.5,13.5
x_REToAst_2,70.0,17.0
x_52WSlope,70.0,7.0
x_IndRel_CashEV,70.0,6.0
x_IndRel_TobinQ,69.5,9.5
x_IndRel_DepToCapex,68.5,1.5
x_IndRel_FwdEPC,68.5,13.5
x_IndRel_PM5D,68.5,9.5
x_IndRel_BP,68.0,6.0
x_IndRel_Chg1YOCF,67.5,2.5
x_IndRel_EBITDAEV,67.5,1.5
x_CashAst,67.5,0.5
x_EPSToOCFChg,67.0,16.0
x_WCAccruals,66.0,24.0
x_PrcTo260DL,66.0,9.0
x_IndRel_GPMargin,65.5,5.5
x_RecTurn,65.5,9.5
x_6MChgTgtPrc,65.5,18.5
x_IndRel_SP,65.0,20.0
x_PA52WL20DLag,65.0,1.0
x_Beta60M,65.0,10.0
x_MaxRetPayoff,64.5,7.5
x_IndRel_ROA,64.5,5.5
x_IndRel_AdjAccruals,64.5,18.5
x_PM1M,64.0,8.0
x_IndRel_DivP,64.0,6.0
x_IndRel_PAdjChg1YSales,64.0,12.0
x_PrcTo52WH,63.5,3.5
x_AnnVol12M,63.5,5.5
x_AdjEBITDAEV,63.0,5.0
x_Rev3MFY2C,62.5,5.5
x_IndRel_AccrualRatioBS,62.5,18.5
x_LogAssets,61.5,9.5
x_Alpha60M,61.5,7.5
x_BVEV,61.0,9.0
x_GPMargin,61.0,3.0
x_IndRel_CashP,60.5,5.5
x_CashCycle,60.5,9.5
x_AdjChgEPStoSales,60.0,1.0
x_AdjEPSNumRevFY1C,60.0,3.0
x_AstAdjChg1YOCF,60.0,11.0
x_AdjFwdFCFPC,59.5,13.5
x_ChgSalesMargin,59.5,0.5
x_AstAdjChg3YEPS,59.5,15.5
x_UnexpectedRecChg,59.5,4.5
x_IndRel_AccrualRatioCF,59.0,2.0
x_AstAdjChg1YCF,59.0,2.0
x_DepToCapex,58.5,19.5
x_IndRel_SolvencyRatio,58.5,4.5
x_IndRel_ROE,58.0,6.0
x_AdjAstAdjChg1YFCF,58.0,16.0
x_PAdjChg3YEPS,58.0,9.0
x_IndRel_ChgSalesMargin,58.0,3.0
x_IndRel_OCFEV,58.0,9.0
x_IndRel_InvToAsset,58.0,5.0
x_DebtChg1Y,57.5,18.5
x_IndRel_ShareChg,57.5,6.5
x_IndRel_CFROIC,57.5,6.5
x_AdjAccruals,55.5,3.5
