model,r2,mse,rmse,mae
linear,-1.782877381320533,15.680183202178421,3.5792648969431156,1.9167276865388836
ridge,-0.2689683188548123,7.343795154796628,2.696212938759713,1.8396807669096706
lasso,-0.00014048881111792256,5.817102252866489,2.411346685728233,1.788854847856675
enet,-0.00014048881111792256,5.817102252866489,2.411346685728233,1.788854847856675
xgb,0.08178175419464814,5.336623367463546,2.309859421208761,1.6957386334550393
lgbm,0.07816486830442589,5.359606684646373,2.3147012130636764,1.7003411245509796
catboost,0.09622008107769149,5.25580336828164,2.2920659369015217,1.6857378627933013
nn1,0.015516547898038002,5.722737976592547,2.39192311760778,1.7727018420084018
nn2,0.022220657956011535,5.683120801814624,2.3835578206304016,1.7535141217984471
nn3,-0.0323405156761857,6.002207090602314,2.449352569354963,1.8095338761137072
