model,r2,mse,rmse,mae
linear,4.865400482528006,40.53061888631788,2.742607103243978,0.11263959510260407
ridge,2.9570425566648373,24.714440430290004,2.0396287645924978,0.08725839218707808
lasso,0.0006076582488952687,0.431400529845909,0.0735467373659031,0.04465526294673875
enet,0.0006076582488952687,0.431400529845909,0.0735467373659031,0.04465526294673875
xgb,0.030025039528788423,0.2703559327205422,0.04765093593567927,0.03512484662466103
lgbm,0.02844745166886938,0.31004316352628847,0.054785919103276806,0.03942346881733527
catboost,0.017177074137445857,0.2775636600678392,0.049970129887826537,0.03462899664885448
nn1,0.027132664683858405,0.23886768181334592,0.041329757841548034,0.023345907043645732
nn2,0.019882536927296697,0.37183099941337927,0.06468808918756587,0.04434687492438063
nn3,0.03148520684134772,0.2599037466053262,0.04478149284403528,0.03764846697989875
