model,r2,mse,rmse,mae
linear,-4.729308117014293,47.94807091501359,6.358158317645863,2.451626457675624
ridge,-2.2915158970306426,27.686101357000513,4.850362446214447,2.3713045838726705
lasso,-0.0006179277268331784,8.549439228929023,2.9230172949115194,2.2364426684005023
enet,-0.0006179277268331784,8.549439228929023,2.9230172949115194,2.2364426684005023
xgb,0.0648628533268075,7.980397119242836,2.8245577543302756,2.171662056702367
lgbm,0.0677217966535352,7.9578557293620396,2.820435114025857,2.166082784163731
catboost,0.10812897205084322,7.614240724027977,2.75893887394175,2.116866114949228
nn1,0.02931742016735086,8.283422335230034,2.877796759040984,2.1934553692235204
nn2,0.019307568500108598,8.37531141706824,2.8932899730558463,2.2044701222198797
nn3,0.004579289966581035,8.494106250379707,2.9141209426306185,2.233581634381854
