model,r2,mse,rmse,mae
linear,-615.6945118211873,1265005.4902544706,870.3964700143412,73.95178136370664
ridge,-3.1408109959164126,8269.6937487663,85.34322322731995,36.49651466990073
lasso,0.05600099790685398,1917.4006065150556,43.780945123567584,30.909630606162843
enet,0.07169057129353798,1885.7840528979764,43.41705447133367,30.739821836808723
xgb,0.10711769903748178,1811.044385527409,42.554052174848685,30.21822674551912
lgbm,0.10373591388829799,1820.092543576175,42.65512980594304,30.345515539541537
catboost,0.13649699645817473,1753.4485790288043,41.86832718218464,29.659517637613476
nn1,0.03309622386763429,1962.0800599698855,44.29039840866254,31.06565803511409
nn2,0.023407027048203168,1983.2814978408849,44.52610087747488,31.14688911215984
nn3,0.012201001493548613,2006.2911638751127,44.7802362703132,31.90275308044076
