model,r2,mse,rmse,mae
linear,-152.37522912768637,96432.5271034314,275.52832626065316,29.6609192150002
ridge,-3.2267634861239864,2691.5734306060854,49.61758405267076,20.180705529931647
lasso,0.06994745415499377,599.9226866406877,24.488042772764086,17.516818337177472
enet,0.08164453126657671,592.3199130081233,24.33274931037871,17.409906512719708
xgb,0.10944949168699451,574.0441393632019,23.955944109499985,17.088352478935903
lgbm,0.09932472354475275,580.3599195132634,24.08939629325314,17.129077043487964
catboost,0.1259593665241154,563.5894566494039,23.73605583816614,16.855503496976258
nn1,0.04288711359950877,617.0757197157567,24.825733117792986,17.50427110271599
nn2,0.04603432990568153,614.992995562801,24.78650162159301,17.50910891619717
nn3,-0.010045036793579997,650.9588391732225,25.510610735047415,18.165363081363708
