model,r2,mse,rmse,mae
linear,-101.62034249471331,568.3939790547546,12.994786386263147,2.201173919222256
ridge,-0.8229626630050042,10.404992396390398,3.0494500762306833,1.8371297268717384
lasso,-0.002070127967732516,5.848335682720934,2.4169525554186793,1.7875957531611895
enet,-0.002070127967732516,5.848335682720934,2.4169525554186793,1.7875957531611895
xgb,0.10036782825342308,5.244841333412659,2.289356305216174,1.702336838655063
lgbm,0.09196766383289878,5.289826012661547,2.2994238735215573,1.7026766087920877
catboost,0.11204599211725219,5.175437258671468,2.2742381582423006,1.6841551822075569
nn1,0.02761951146068664,5.670547551473247,2.380336450118779,1.7517335458148673
nn2,0.020262119271963152,5.714301651780338,2.3894391765827043,1.7732302614144497
nn3,0.008762706151766508,5.779628360815613,2.4032028521485076,1.7997696027585424
