model,r2,mse,rmse,mae
linear,201.96883525996628,1117.8310605569643,19.98823418489349,0.6713225386477283
ridge,1.4839927333340215,8.059217519816226,1.0515924253089113,0.0598784044319635
lasso,0.0021307522109337606,0.39973417107289044,0.08170696161313647,0.07110530145111461
enet,0.0021307522109337606,0.39973417107289044,0.08170696161313647,0.07110530145111461
xgb,0.01849002360623926,0.27970333184299434,0.06073747755387626,0.04655596698834806
lgbm,0.028322504955230997,0.2291318589939324,0.049758039960031156,0.037059165045172364
catboost,0.022560573177196088,0.2611553819713391,0.057254329671530234,0.045427911948494805
nn1,0.015214386156432317,0.3247326766032196,0.06742355455756338,0.06232772963870474
nn2,0.012486426147133642,0.3370367946332621,0.06987183403993999,0.05550810461288961
nn3,0.01683880502767861,0.31599002537802057,0.0651491538002581,0.04903439098491377
