model,r2,mse,rmse,mae
linear,-1.8719923180757043,100.64498772010529,9.339492196927742,4.236737339408135
ridge,-0.8247017796760343,63.95762214074824,7.930737566649464,4.216705148377203
lasso,-7.977756341452924e-05,35.02743379921308,5.9183548932542065,4.232159937251023
enet,0.0015470261581320478,34.97044901658451,5.91353901818178,4.227863498424956
xgb,0.11976636808281371,30.83149972680146,5.552460858372966,3.9238393461262526
lgbm,0.11257737073487353,31.083777616094448,5.5750758053831095,3.9421422726665214
catboost,0.09944940528539695,31.5431321157621,5.616172847705537,3.9797201537795948
nn1,0.02904421990525554,34.00909345986406,5.831112198015167,4.122060811287686
nn2,0.042077542936077836,33.552201851107036,5.792229096104724,4.115727293857969
nn3,0.03540498883431405,33.78505545261792,5.812403042621356,4.168587292826372
