model,r2,mse,rmse,mae
linear,335.0321868693148,179177.43906835868,257.6298577124567,9.28074778196422
ridge,1.2158355815772721,618.6837515237254,8.851453483363812,1.0054412782827908
lasso,0.01654378536065215,43.07243752304365,0.9920187396440092,0.615343021019804
enet,0.020703134179316553,43.40240413533441,0.9994519294987267,0.6191731599532657
xgb,0.03560635889111554,44.895148371808716,1.0447433472370429,0.6029484313895188
lgbm,0.04219409625221518,46.74456877426965,1.0856841944553697,0.6683782880417591
catboost,0.03411452658178627,42.91128782281457,1.010833948793584,0.6798030085179082
nn1,0.02361290891682285,46.19106822574003,1.0368895381594785,0.5699032492993269
nn2,0.031756012792797654,49.44202470469195,1.1224469535413875,0.617719087157363
nn3,0.03337945657647632,41.129680448586875,0.9229171741208558,0.5166815227638341
