model,r2,mse,rmse,mae
linear,-302.48827731563586,161607.7087724618,308.6009805355795,25.994710388103602
ridge,-1.397313480402579,1205.5639758573056,33.574033822124385,15.980241173861506
lasso,0.08460659138579485,458.6686266597687,21.393562711244797,14.327040224799276
enet,0.08801012091897031,456.9548155081273,21.35312415897844,14.27287896650544
xgb,0.09473817547579585,453.5490061443885,21.271048810126693,14.045620534519736
lgbm,0.0840442881342193,458.9235496062728,21.39497229341937,14.104744924258151
catboost,0.11776899393204929,441.94067726733294,20.998068768229597,13.887573808238812
nn1,0.017057721638873046,492.50502426424026,22.168217888452283,14.415110557245637
nn2,0.04850628278125173,477.0465872022187,21.812535387677986,14.385862439895485
nn3,0.006848988901039199,497.0215099129522,22.27486776173239,14.937652326992392
