model,r2,mse,rmse,mae
linear,258.30688922081487,5972.834670876479,46.863664327473565,2.223987021846013
ridge,0.1091728711071954,2.7485895065489903,0.2738803158492186,0.11401245958504498
lasso,0.0007476634092279137,0.8840936253833239,0.09338544019488217,0.07199299534773755
enet,0.0007387232029281724,0.8839128531016863,0.09352506255768454,0.07177699742706699
xgb,0.025078957768787963,0.9160895268397108,0.09701551866768435,0.0680594513985087
lgbm,0.0149814435217668,0.6932504190650649,0.07395754181553509,0.06117155662046834
catboost,0.01971696966433621,0.9197013530124797,0.0995925235709515,0.08421196568992859
nn1,0.024811741224337335,1.2772797853816031,0.13738688903129642,0.11900442958203183
nn2,0.013386265150592616,1.0184618733849602,0.10939213902113888,0.10421154756473555
nn3,0.0268876671929228,1.1822056446847764,0.1254353415751488,0.10719578385004024
