feature,importance_mean,importance_std
x_FCFP,296.0001749877404,294.21433592563136
x_EPSEstDispFY1C,-180.65624562190396,184.50160787474306
x_RevMagFY1C,173.8900767295615,179.02338476355393
x_PAdjChg1YSales,-110.17304121356678,110.96441116866943
x_GPMargin,21.543373283266327,3.0429549418334716
x_EBITMargin,-16.75024313126796,2.2878284995731093
x_ShareChg,6.70310526626735,7.845575781186369
x_FCFEqt,5.261112183624551,10.805469025683973
x_AnnVol12M,4.900964616653169,2.723569948407758
x_LogAssets,-4.819246645876054,1.6161490957580529
x_AdjFwdEPC,-4.688423671794665,1.0676250478921587
x_LogTTMSales,4.332776156809097,1.0954190306964593
x_ROE,3.5214986759124383,1.1379747977007213
x_HL1M,3.1666643851434473,3.006828636520589
x_AdjRevMagC,-2.9144085217329585,2.31268845461716
x_Chg4QSalesTrend,2.874219745941665,7.722015402566181
x_4To52WPrcOsc,-2.615674420589477,1.2345478482355134
x_CashCycle,-2.42880346664589,2.6637213759469853
x_IndRel_FwdFCFPC,-2.421243362508873,0.716121333713853
x_PSlopeSERR_26W,-2.4037970268376005,0.8547012727442003
x_CFIC,-2.2869548569790727,1.2518829726978926
x_IndRel_AstP,2.2496076825963116,1.4823104108778735
x_CVVolPrc30D,-2.180372781496991,0.865577195528796
x_AstGrwth,1.9957014451222426,0.238206799714626
x_IndRel_SUEC,1.9916929419835885,1.2092478154095705
x_IndRel_EPSSurpC,1.9701231561691852,1.2249760836417902
x_PM9M,-1.968749784203642,0.18665970898215822
x_PM6M,1.915684811087503,0.19620531394438834
x_SalesAcc,1.9113346164463934,1.87678133236665
x_SalesToEPSChg,-1.8618721425996587,2.8434506680363847
x_DivP,-1.85954487644167,4.416496271921125
x_IndRel_EPSEstDispFY1C,1.8238998834728606,1.2015923690656813
x_IndRel_BP,-1.7919052111362979,0.6260014297741157
x_IndRel_TobinQ,-1.7817082552312753,0.05967166923036615
x_MVEToTL,-1.742937530504097,0.5276438685809701
x_IndRel_FCFEV,-1.7423349885507842,1.6311482813523919
x_IndRel_FCFP,1.7386724178935538,1.5095359406817792
x_CashP,1.6867574456372032,1.2970983440459896
x_CashEV,1.661289521945012,1.5734828235280496
x_CVVolPrc60D,1.6456835189949837,0.6327544673668657
x_OCFAst_2,-1.6224845810339985,0.14193613934748162
x_ETO,1.6153555202895193,0.41758724967687644
x_RevEstDisp,1.6048976144934834,1.3156312257331577
x_AdjEBITDAEV,1.6037565828540112,2.0314957716224535
x_LTDA,-1.5888502759854481,1.0333929266228759
x_EPSNumRevFY1C,1.5842519138751467,0.09973551046769147
x_IndRel_CFROIC,1.5224317170979969,0.07827055563482133
x_IndRel_AccrualRatioBS,-1.4740270650880398,0.22974223425723916
x_IndRel_OCFP,-1.469664848871162,0.22704097122295186
x_MaxRetPayoff,-1.4439935875585332,1.2187183457276278
x_12QTrendTTMEPS,1.3754113347329628,0.5733354081912942
x_CFP,1.3696530847501747,0.7672730761048372
x_IndRel_ROA,1.3166560770752018,0.04506567820505625
x_STO,-1.2964993476139028,0.3631673346276544
x_CapAcqRatio,-1.275080645605618,1.4089793979573615
x_IndRel_LTDA,1.2749367927136057,0.5097862135537041
x_EPSEstDispFY2C,1.2721637299656259,0.44374499017485536
x_BP,1.2682394413487634,0.011712525342358893
x_IndRel_Chg1YOPM,-1.2500354658760138,0.07370802530848408
x_AstAdjChg3YEPS,-1.2355034718461257,0.32532463473159046
x_IndRel_ChgSalesMargin,1.2316782723680197,1.2068035801762824
x_IndRel_NCAP,1.2303553874947608,1.142336981955735
x_IndRel_ROE,-1.2271782400040607,0.4963061603865786
x_LogUnadjPrice,-1.1927899837721139,0.6160960199092002
x_DepToCapex,-1.1911090195174716,0.4749704629262381
x_6MAvgChg1MRecC,1.1806816530490574,0.3316386673058682
x_AdjEPSNumRevFY2C,1.1791709378297028,0.16209726484274967
x_BVEV,-1.1781951417390883,1.47537270676796
x_IndRel_InvToAst,-1.1681098749169165,0.9096253239580884
x_calendarquarter,-1.1656163861508633,0.41636301220978844
x_PM5D,1.162959775852432,0.4174935951926315
x_Adj50DVolSig,1.122128222744669,0.2673334276375261
x_IndRel_SP,1.1215486659420764,0.5395783383535332
x_6MChgTgtPrc,1.111758626905044,0.7477922595448655
x_IO_Level,1.1011917665361055,0.13789267627461954
x_CashAst,1.0948146986397909,1.181710000915455
x_CashAdjEV,-1.080840301707185,0.687157516466969
x_AdjChgEPStoSales,-1.0742387368452972,0.14355616833860535
x_CQPTTMCFtoSales,1.0471115218192968,0.07973146728436353
x_InvToAst,1.0360846648543376,0.7455352025841134
x_AdjAstAdjChg1YFCF,1.032942249929148,1.1370111638152112
x_IndRel_CashAst,1.0084495271661629,0.36982615270144426
x_PrcTo52WH,-1.0075724316510348,2.3295594449988997
x_AccrualRatioBS,1.0044873406179669,0.7808368566317654
x_IndRel_OCFEV,0.9986886480735151,2.4921305887404275
x_CQDRItoSales,0.9975175281509382,0.5560308995436375
x_IndRel_PTIP,0.9840801479604984,0.6430344727665612
x_24MResRtnVar,-0.9563109097340075,0.03148817156004924
x_Chg1YOPM,0.944197889097834,0.35457897703801455
x_ConsQPosChginTTMCF,-0.936617390712031,0.38976307433178836
x_RecTurn,0.9350320452332732,0.7330759895662227
x_PA52WL20DLag,0.9292511492073505,2.8244638291980992
x_IndRel_DA,-0.9185312150874749,0.03135610119407217
x_14DayRSI,0.9094174850063089,0.5112480031683196
x_AccrualRatioCF,0.9024066030663151,1.491060284789973
x_ChgSalesMargin,-0.8951990796941264,0.3094712203828355
x_AdjAccruals,-0.8573075932255123,0.4421450654299979
x_IndRel_EPSToSalesChg1Y,0.8492269477259617,0.12327152279568948
x_AdjFwdFCFPC,-0.8285528457943563,3.292800632429201
x_AstAdjChg1YCF,0.8272438962669473,0.580913702265559
x_ChgATO_2,0.8268727971088151,0.548940718685691
x_IO_Level_AM,-0.8237862545321897,0.04536848033202062
x_AssetTurn_2,-0.80263724009879,0.6940943452518546
x_PAdjChg3YEPS,0.8019627599719031,0.6365267573803829
x_PAdjChg3YSales,-0.762786921853683,0.8269813452489979
x_RelPrStr_12M,0.7337683427883881,0.765220941752925
x_IndRel_CFEV,0.7103042922476883,0.5258720046515213
x_PTIToNOA,0.7076705174138511,1.2243275359705197
x_IndRel_FCFEqt,0.7026158254703597,0.003176689781813402
x_IndRel_OEP,-0.6947079243566806,1.051173615483417
x_IndRel_AdjAccruals,0.6932387019222577,0.31378909213883777
x_IndRel_GPMargin,-0.6862332991342942,0.0077883868064955175
x_52WVPT20DLag,-0.6836880248355859,0.016808455568589842
x_EBITEstDisp,0.6543037997339631,1.2187126630081444
x_IO_ChgofIO_HF,0.6436776037153629,0.19847695921347563
x_IO_Foreign,-0.6395273594279995,0.007917616511290915
x_5DVolSig,0.6162612319695246,0.684696180052192
x_BuyToSellRecLess3MEMA,0.6158079071068994,0.5812537825079513
x_IndRel_PM12M1M,0.6022419818463004,0.06269683578461838
x_ShortIntRatio,-0.6002532235123783,0.30176023216865794
x_Chg1YLTDA,0.5966471837390052,1.1547226849999923
x_CVVolPrc20D,-0.5885978173340279,0.14945296530225793
x_IndRel_FwdEPC,0.5845919582505467,0.4365157108212966
x_IndRel_CashEV,0.5778787732840422,1.1266688775509968
x_DivToCF,-0.5714970118348517,0.1153104564689858
x_EBITDAEV,0.5709135903153867,0.8258476237657016
x_FL,-0.5652022416757291,0.11557678658774362
x_IndRel_Chg1YOCF,-0.5615415094748939,1.0386942297321275
x_IO_ChgofNumBY,-0.5589123252005181,1.1463107627758513
x_EPSStab,0.5448792020311768,0.3037904161824667
x_IndRel_CashP,-0.5410443360709343,0.4281343528977482
x_AnnVol1M,-0.5378350040030524,0.0096450355970914
x_AdjEPSNumRevFY1C,-0.5313325423456698,0.33148137338786327
x_IndRel_DivP,-0.5299668007489375,0.6683778541132332
x_AdjRev3MFY1C,0.5280291608791284,1.0921623317171272
